Id,Name,Rating,Current Price,Original Price,Discount,Features,,,
489,Panasonic 7 in 1 Convertible with True AI Mode 1.5 Ton 3 Star Split Inverter AC with Wi,4.1,"36,990","55,400",33%,"Annual Power Usage: 1002.31 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
490,MarQ by Flipkart 2024 Range 1 Ton 3 Star Split Inverter 4,4.1,"26,490","47,999",44%,Annual Power Usage: 675.18 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
491,LG AI Convertible 6,4.1,"37,690","78,990",52%,"Annual Power Usage: 852.44 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor from LG",,,
492,Blue Star 1.5 Ton 5 Star Split Inverter AC,4.1,"43,990","74,000",40%,"Annual Power Usage: 770.98 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",,,
493,ONIDA 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"33,490","50,900",34%,Annual Power Usage: 779.15 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida,,,
494,Voltas 2 Ton 3 Star Split Inverter AC,3.9,"43,990","79,990",45%,Annual Power Usage: 1207.93 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
495,IFB AI Convertible 8,3.8,"39,990","71,990",44%,"Annual Power Usage: 706.85 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
496,Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC,3.9,"35,990","61,250",41%,"Annual Power Usage: 1006.84 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",,,
497,Lloyd 1.5 Ton 5 Star Split Inverter AC,4.1,"39,990","66,990",40%,Annual Power Usage: 715.07 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
498,"Panasonic 7 in 1 Convertible with True AI Mode,Matter Enabled 1.5 Ton 5 Star Split Inverter AC with Wi...",4.1,"44,990","63,400",29%,"Annual Power Usage: 774.19 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
499,Lloyd 1.5 Ton 3 Star Split Inverter AC,4.1,"32,990","58,990",44%,Annual Power Usage: 941.66 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
500,Hisense 2024 Model 1.5 Ton 3 Star Split Inverter 4,4.1,"29,990","48,000",37%,"Annual Power Usage: 959.9 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
501,SAMSUNG Convertible 5,4.1,"32,990","62,390",47%,Annual Power Usage: 977.8 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
502,SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi,4,"45,490","72,990",37%,Annual Power Usage: 749.48 WRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
503,CARRIER 2024 Model AI Flexicool Convertible 6,3.9,"34,990","67,790",48%,"Annual Power Usage: 964.1 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
504,CARRIER 1 Ton 3 Star Split Inverter AC,3.9,"29,990","56,990",47%,"Annual Power Usage: 704.46 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
505,CARRIER 2024 Model AI Flexicool Convertible 6,4.2,"41,990","76,090",44%,"Annual Power Usage: 754.05 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
506,MarQ by Flipkart 2024 Range 1.5 Ton 3 Star Split Inverter 4,4.1,"28,490","50,999",44%,Annual Power Usage: 952.69 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
507,MarQ by Flipkart 2024 1.5 Ton 5 Star Split Inverter 4,4.1,"31,490","59,999",47%,Annual Power Usage: 767.34 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
508,IFB AI Convertible 8,3.8,"34,990","62,990",44%,"Annual Power Usage: 991.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
509,Daikin 2023 Model 1.5 Ton 3 Star Split Inverter AC with PM 2.5 Filter,4.1,"36,990","58,400",36%,Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Printed Circuit Board),,,
510,Voltas 1.5 Ton 3 Star Split Inverter AC,3.9,"32,990","62,990",47%,Annual Power Usage: 975.26 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
511,Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter,4.1,"45,490","67,200",32%,"Annual Power Usage: 785.67 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor",,,
512,Voltas 1.5 Ton 5 Star Split Inverter AC,3.9,"38,990","75,990",48%,Annual Power Usage: 751.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
513,Panasonic 7 in 1 Convertible with True AI Mode 1.5 Ton 3 Star Split Inverter AC with Wi,4.1,"36,990","55,400",33%,"Annual Power Usage: 1002.31 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
514,MarQ by Flipkart 2024 Range 1 Ton 3 Star Split Inverter 4,4.1,"26,490","47,999",44%,Annual Power Usage: 675.18 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
515,LG AI Convertible 6,4.1,"37,690","78,990",52%,"Annual Power Usage: 852.44 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor from LG",,,
516,Blue Star 1.5 Ton 5 Star Split Inverter AC,4.1,"43,990","74,000",40%,"Annual Power Usage: 770.98 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",,,
517,ONIDA 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"33,490","50,900",34%,Annual Power Usage: 779.15 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida,,,
518,Voltas 2 Ton 3 Star Split Inverter AC,3.9,"43,990","79,990",45%,Annual Power Usage: 1207.93 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
519,IFB AI Convertible 8,3.8,"39,990","71,990",44%,"Annual Power Usage: 706.85 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
520,Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC,3.9,"35,990","61,250",41%,"Annual Power Usage: 1006.84 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",,,
521,Lloyd 1.5 Ton 5 Star Split Inverter AC,4.1,"39,990","66,990",40%,Annual Power Usage: 715.07 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
522,"Panasonic 7 in 1 Convertible with True AI Mode,Matter Enabled 1.5 Ton 5 Star Split Inverter AC with Wi...",4.1,"44,990","63,400",29%,"Annual Power Usage: 774.19 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
523,Lloyd 1.5 Ton 3 Star Split Inverter AC,4.1,"32,990","58,990",44%,Annual Power Usage: 941.66 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
524,Hisense 2024 Model 1.5 Ton 3 Star Split Inverter 4,4.1,"29,990","48,000",37%,"Annual Power Usage: 959.9 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
525,SAMSUNG Convertible 5,4.1,"32,990","62,390",47%,Annual Power Usage: 977.8 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
526,SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi,4,"45,490","72,990",37%,Annual Power Usage: 749.48 WRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
527,CARRIER 2024 Model AI Flexicool Convertible 6,3.9,"34,990","67,790",48%,"Annual Power Usage: 964.1 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
528,CARRIER 1 Ton 3 Star Split Inverter AC,3.9,"29,990","56,990",47%,"Annual Power Usage: 704.46 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
529,CARRIER 2024 Model AI Flexicool Convertible 6,4.2,"41,990","76,090",44%,"Annual Power Usage: 754.05 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
530,MarQ by Flipkart 2024 Range 1.5 Ton 3 Star Split Inverter 4,4.1,"28,490","50,999",44%,Annual Power Usage: 952.69 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
531,MarQ by Flipkart 2024 1.5 Ton 5 Star Split Inverter 4,4.1,"31,490","59,999",47%,Annual Power Usage: 767.34 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
532,IFB AI Convertible 8,3.8,"34,990","62,990",44%,"Annual Power Usage: 991.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
533,Daikin 2023 Model 1.5 Ton 3 Star Split Inverter AC with PM 2.5 Filter,4.1,"36,990","58,400",36%,Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Printed Circuit Board),,,
534,Voltas 1.5 Ton 3 Star Split Inverter AC,3.9,"32,990","62,990",47%,Annual Power Usage: 975.26 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
535,Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter,4.1,"45,490","67,200",32%,"Annual Power Usage: 785.67 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor",,,
536,Voltas 1.5 Ton 5 Star Split Inverter AC,3.9,"38,990","75,990",48%,Annual Power Usage: 751.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
537,Panasonic 7 in 1 Convertible with True AI Mode 1.5 Ton 3 Star Split Inverter AC with Wi,4.1,"36,990","55,400",33%,"Annual Power Usage: 1002.31 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
538,MarQ by Flipkart 2024 Range 1 Ton 3 Star Split Inverter 4,4.1,"26,490","47,999",44%,Annual Power Usage: 675.18 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
539,LG AI Convertible 6,4.1,"37,690","78,990",52%,"Annual Power Usage: 852.44 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor from LG",,,
540,Blue Star 1.5 Ton 5 Star Split Inverter AC,4.1,"43,990","74,000",40%,"Annual Power Usage: 770.98 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",,,
541,ONIDA 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"33,490","50,900",34%,Annual Power Usage: 779.15 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida,,,
542,Voltas 2 Ton 3 Star Split Inverter AC,3.9,"43,990","79,990",45%,Annual Power Usage: 1207.93 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
543,IFB AI Convertible 8,3.8,"39,990","71,990",44%,"Annual Power Usage: 706.85 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
544,Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC,3.9,"35,990","61,250",41%,"Annual Power Usage: 1006.84 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",,,
545,Lloyd 1.5 Ton 5 Star Split Inverter AC,4.1,"39,990","66,990",40%,Annual Power Usage: 715.07 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
546,"Panasonic 7 in 1 Convertible with True AI Mode,Matter Enabled 1.5 Ton 5 Star Split Inverter AC with Wi...",4.1,"44,990","63,400",29%,"Annual Power Usage: 774.19 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
547,Lloyd 1.5 Ton 3 Star Split Inverter AC,4.1,"32,990","58,990",44%,Annual Power Usage: 941.66 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
548,Hisense 2024 Model 1.5 Ton 3 Star Split Inverter 4,4.1,"29,990","48,000",37%,"Annual Power Usage: 959.9 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
549,SAMSUNG Convertible 5,4.1,"32,990","62,390",47%,Annual Power Usage: 977.8 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
550,SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi,4,"45,490","72,990",37%,Annual Power Usage: 749.48 WRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
551,CARRIER 2024 Model AI Flexicool Convertible 6,3.9,"34,990","67,790",48%,"Annual Power Usage: 964.1 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
552,CARRIER 1 Ton 3 Star Split Inverter AC,3.9,"29,990","56,990",47%,"Annual Power Usage: 704.46 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
553,CARRIER 2024 Model AI Flexicool Convertible 6,4.2,"41,990","76,090",44%,"Annual Power Usage: 754.05 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
554,MarQ by Flipkart 2024 Range 1.5 Ton 3 Star Split Inverter 4,4.1,"28,490","50,999",44%,Annual Power Usage: 952.69 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
555,MarQ by Flipkart 2024 1.5 Ton 5 Star Split Inverter 4,4.1,"31,490","59,999",47%,Annual Power Usage: 767.34 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
556,IFB AI Convertible 8,3.8,"34,990","62,990",44%,"Annual Power Usage: 991.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
557,Daikin 2023 Model 1.5 Ton 3 Star Split Inverter AC with PM 2.5 Filter,4.1,"36,990","58,400",36%,Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Printed Circuit Board),,,
558,Voltas 1.5 Ton 3 Star Split Inverter AC,3.9,"32,990","62,990",47%,Annual Power Usage: 975.26 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
559,Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter,4.1,"45,490","67,200",32%,"Annual Power Usage: 785.67 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor",,,
560,Voltas 1.5 Ton 5 Star Split Inverter AC,3.9,"38,990","75,990",48%,Annual Power Usage: 751.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
561,Panasonic 7 in 1 Convertible with True AI Mode 1.5 Ton 3 Star Split Inverter AC with Wi,4.1,"36,990","55,400",33%,"Annual Power Usage: 1002.31 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
562,MarQ by Flipkart 2024 Range 1 Ton 3 Star Split Inverter 4,4.1,"26,490","47,999",44%,Annual Power Usage: 675.18 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
563,LG AI Convertible 6,4.1,"37,690","78,990",52%,"Annual Power Usage: 852.44 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor from LG",,,
564,Blue Star 1.5 Ton 5 Star Split Inverter AC,4.1,"43,990","74,000",40%,"Annual Power Usage: 770.98 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",,,
565,ONIDA 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"33,490","50,900",34%,Annual Power Usage: 779.15 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida,,,
566,Voltas 2 Ton 3 Star Split Inverter AC,3.9,"43,990","79,990",45%,Annual Power Usage: 1207.93 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
567,IFB AI Convertible 8,3.8,"39,990","71,990",44%,"Annual Power Usage: 706.85 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
568,Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC,3.9,"35,990","61,250",41%,"Annual Power Usage: 1006.84 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",,,
569,Lloyd 1.5 Ton 5 Star Split Inverter AC,4.1,"39,990","66,990",40%,Annual Power Usage: 715.07 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
570,"Panasonic 7 in 1 Convertible with True AI Mode,Matter Enabled 1.5 Ton 5 Star Split Inverter AC with Wi...",4.1,"44,990","63,400",29%,"Annual Power Usage: 774.19 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
571,Lloyd 1.5 Ton 3 Star Split Inverter AC,4.1,"32,990","58,990",44%,Annual Power Usage: 941.66 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
572,Hisense 2024 Model 1.5 Ton 3 Star Split Inverter 4,4.1,"29,990","48,000",37%,"Annual Power Usage: 959.9 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
573,SAMSUNG Convertible 5,4.1,"32,990","62,390",47%,Annual Power Usage: 977.8 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
574,SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi,4,"45,490","72,990",37%,Annual Power Usage: 749.48 WRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
575,CARRIER 2024 Model AI Flexicool Convertible 6,3.9,"34,990","67,790",48%,"Annual Power Usage: 964.1 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
576,CARRIER 1 Ton 3 Star Split Inverter AC,3.9,"29,990","56,990",47%,"Annual Power Usage: 704.46 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
577,CARRIER 2024 Model AI Flexicool Convertible 6,4.2,"41,990","76,090",44%,"Annual Power Usage: 754.05 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
578,MarQ by Flipkart 2024 Range 1.5 Ton 3 Star Split Inverter 4,4.1,"28,490","50,999",44%,Annual Power Usage: 952.69 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
579,MarQ by Flipkart 2024 1.5 Ton 5 Star Split Inverter 4,4.1,"31,490","59,999",47%,Annual Power Usage: 767.34 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
580,IFB AI Convertible 8,3.8,"34,990","62,990",44%,"Annual Power Usage: 991.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
581,Daikin 2023 Model 1.5 Ton 3 Star Split Inverter AC with PM 2.5 Filter,4.1,"36,990","58,400",36%,Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Printed Circuit Board),,,
582,Voltas 1.5 Ton 3 Star Split Inverter AC,3.9,"32,990","62,990",47%,Annual Power Usage: 975.26 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
583,Daikin 2023 Model 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter,4.1,"45,490","67,200",32%,"Annual Power Usage: 785.67 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor",,,
584,Voltas 1.5 Ton 5 Star Split Inverter AC,3.9,"38,990","75,990",48%,Annual Power Usage: 751.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
585,Panasonic 7 in 1 Convertible with True AI Mode 1.5 Ton 3 Star Split Inverter AC with Wi,4.1,"36,990","55,400",33%,"Annual Power Usage: 1002.31 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
586,MarQ by Flipkart 2024 Range 1 Ton 3 Star Split Inverter 4,4.1,"26,490","47,999",44%,Annual Power Usage: 675.18 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
587,LG AI Convertible 6,4.1,"37,690","78,990",52%,"Annual Power Usage: 852.44 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor from LG",,,
588,Blue Star 1.5 Ton 5 Star Split Inverter AC,4.1,"43,990","74,000",40%,"Annual Power Usage: 770.98 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",,,
589,ONIDA 2023 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"33,490","50,900",34%,Annual Power Usage: 779.15 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor from Onida,,,
590,Voltas 2 Ton 3 Star Split Inverter AC,3.9,"43,990","79,990",45%,Annual Power Usage: 1207.93 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
591,IFB AI Convertible 8,3.8,"39,990","71,990",44%,"Annual Power Usage: 706.85 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
592,Blue Star 2023 Model 1.5 Ton 3 Star Split Inverter AC,3.9,"35,990","61,250",41%,"Annual Power Usage: 1006.84 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",,,
593,Lloyd 1.5 Ton 5 Star Split Inverter AC,4.1,"39,990","66,990",40%,Annual Power Usage: 715.07 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
594,"Panasonic 7 in 1 Convertible with True AI Mode,Matter Enabled 1.5 Ton 5 Star Split Inverter AC with Wi...",4.1,"44,990","63,400",29%,"Annual Power Usage: 774.19 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
595,Lloyd 1.5 Ton 3 Star Split Inverter AC,4.1,"32,990","58,990",44%,Annual Power Usage: 941.66 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
596,Hisense 2024 Model 1.5 Ton 3 Star Split Inverter 4,4.1,"29,990","48,000",37%,"Annual Power Usage: 959.9 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
597,SAMSUNG Convertible 5,4.1,"32,990","62,390",47%,Annual Power Usage: 977.8 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
598,SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi,4,"45,490","72,990",37%,Annual Power Usage: 749.48 WRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,,,
599,CARRIER 2024 Model AI Flexicool Convertible 6,3.9,"34,990","67,790",48%,"Annual Power Usage: 964.1 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
600,CARRIER 1 Ton 3 Star Split Inverter AC,3.9,"29,990","56,990",47%,"Annual Power Usage: 704.46 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
601,CARRIER 2024 Model AI Flexicool Convertible 6,4.2,"41,990","76,090",44%,"Annual Power Usage: 754.05 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Extended Warranty on PCB and 10 Years Warranty on Compressor",,,
602,MarQ by Flipkart 2024 Range 1.5 Ton 3 Star Split Inverter 4,4.1,"28,490","50,999",44%,Annual Power Usage: 952.69 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
603,MarQ by Flipkart 2024 1.5 Ton 5 Star Split Inverter 4,4.1,"31,490","59,999",47%,Annual Power Usage: 767.34 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,,,
604,IFB AI Convertible 8,3.8,"34,990","62,990",44%,"Annual Power Usage: 991.28 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",,,
